Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Small states,SST,..,..,..,..,..,3.53125,3.35294117647059,3.41176470588235,3.38235294117647,3.35294117647059,3.38235294117647,3.21052631578947,3.15,3.175,3.175,3.125,3.125,3.05,3.025,2.95,2.95238095238095
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,South Asia,SAS,..,..,..,..,..,3.58333333333333,3.58333333333333,3.58333333333333,3.58333333333333,3.58333333333333,3.58333333333333,3.5,3.5,3.58333333333333,3.7,3.5,3.375,3.375,3.375,3.5,3.375
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,South Asia (IDA & IBRD),TSA,..,..,..,..,..,3.58333333333333,3.58333333333333,3.58333333333333,3.58333333333333,3.58333333333333,3.58333333333333,3.5,3.5,3.58333333333333,3.7,3.5,3.375,3.375,3.375,3.5,3.375
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Sub-Saharan Africa,SSF,..,..,..,..,..,3.12162162162162,3.05405405405405,3.06756756756757,3.05405405405405,3.06578947368421,3.01315789473684,3.03947368421053,3.05128205128205,3.06410256410256,3.07894736842105,3.09210526315789,3.06578947368421,3.02564102564103,3.02631578947368,2.97435897435897,2.98717948717949
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,3.11111111111111,3.04166666666667,3.05555555555556,3.04166666666667,3.05405405405405,3,3.02702702702703,3.03947368421053,3.05263157894737,3.06756756756757,3.08108108108108,3.06756756756757,3.02631578947368,3.02702702702703,2.96052631578947,2.97368421052632
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,3.12162162162162,3.05405405405405,3.06756756756757,3.05405405405405,3.06578947368421,3.01315789473684,3.03947368421053,3.05128205128205,3.06410256410256,3.07894736842105,3.09210526315789,3.06578947368421,3.02564102564103,3.02631578947368,2.97435897435897,2.98717948717949
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,Upper middle income,UMC,..,..,..,..,..,3.85294117647059,3.73529411764706,3.96428571428571,4,3.96666666666667,4,3.76666666666667,3.6875,3.71875,3.53846153846154,3.5,3.53846153846154,3.46153846153846,3.42307692307692,3.30769230769231,3.20833333333333
CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,World,WLD,..,..,..,..,..,3.30921052631579,3.21794871794872,3.28,3.27333333333333,3.26623376623377,3.24025974025974,3.18589743589744,3.16875,3.17901234567901,3.13815789473684,3.10526315789474,3.0958904109589,3.04054054054054,3.01369863013699,2.96666666666667,2.93835616438356
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 10/07/2025,,,,,,,,,,,,,,,,,,,,,,,,
